time,price,size,brs,title,link
2017-08-08 22:22:00,1227.0,1050.0,2.0,Nice apartment home for the summer. Stop in for a tour,/apa/d/nice-apartment-home-for-the/6248659364.html
2017-08-08 22:21:00,1388.0,1050.0,2.0,Fun in the sun we have a pool and play area for you to enjoy summer,/apa/d/fun-in-the-sun-we-have-pool/6213420705.html
2017-08-08 22:20:00,1589.0,1093.0,2.0,Spacious Closets Garages 9 Foot Ceilings,/apa/d/spacious-closets-garages-9/6222517806.html
2017-08-08 22:10:00,1055.0,680.0,1.0,Balcony Laundry Night Patrol,/apa/d/balcony-laundry-night-patrol/6226936097.html
2017-08-08 22:04:00,2800.0,1800.0,3.0,1800 sq ft Grow friendly house Aurora,/apa/d/1800-sq-ft-grow-friendly/6216941935.html
2017-08-08 22:03:00,2067.0,1170.0,2.0,LoHi Highlands 1 Month Free Rent Walk to Lodo Union Station Riverfront,/apa/d/lohi-highlands-1-month-free/6256256752.html
2017-08-08 21:52:00,2500.0,3100.0,4.0,BEAUTIFUL CASTLE ROCK HOME IN THE MEADOWS WITH GREAT YARD,/apa/d/beautiful-castle-rock-home-in/6256241371.html
2017-08-08 21:48:00,2225.0,875.0,2.0,Come Live at Lumina,/apa/d/come-live-at-lumina/6256246363.html
2017-08-08 21:47:00,1400.0,1056.0,2.0,Beautiful  2 bedrooms Condo,/apa/d/beautiful-2-bedrooms-condo/6256250428.html
2017-08-08 21:47:00,1500.0,950.0,2.0,Beautiful 2 Bedroom Duplex,/apa/d/beautiful-2-bedroom-duplex/6256250259.html
2017-08-08 21:44:00,1770.0,1095.0,2.0,Next door to the County Line Station light rail,/apa/d/next-door-to-the-county-line/6250243394.html
2017-08-08 21:44:00,2100.0,1500.0,5.0,5 bed 2 bath rental,/apa/d/5-bed-2-bath-rental/6221257132.html
2017-08-08 21:42:00,1830.0,857.0,1.0,LoHi Highlands 2 Story Townhome Walk to Riverfront Union Station,/apa/d/lohi-highlands-2-story/6256247247.html
2017-08-08 21:42:00,2395.0,1098.0,2.0,Dual Master home in the Heart of Downtown Immediate Move Available,/apa/d/dual-master-home-in-the-heart/6256247179.html
2017-08-08 21:40:00,1290.0,,2.0,2 Bedrooms 1 Bathroom Condominium for Rent,/apa/d/2-bedrooms-1-bathroom/6256245512.html
2017-08-08 21:39:00,3400.0,2700.0,5.0,3 Bed 2 4 Bath Complete Remodel Great Location,/apa/d/3-bed-2-4-bath-complete/6216696777.html
2017-08-08 21:38:00,850.0,500.0,1.0,Lakewood CO Dudley St.,/apa/d/lakewood-co-dudley-st/6256243924.html
2017-08-08 21:33:00,1000.0,675.0,2.0,2 Bedroom Apt. W. 8th Place Lakewood,/apa/d/2-bedroom-apt-8th-place/6256240843.html
